	brain_1	brain_2	brain_3	liver_1	liver_2	liver_3
ENSSSAG00000000805	228.1163	607.37	281.6137	155.6137	167.584	198.5834
ENSSSAG00000000807	18.48429879	66.13213454	25.69613699	49.98607574	61.672105	49.08283798
ENSSSAG00000000809	68.235	234.7408	87.9769	22.732574	28.42948	25.53311
ENSSSAG00000000811	995.0601	2836.98613	1237.707	404.1837	468.915	473.4875
ENSSSAG00000000813	350.86018	758.4359	408.4862	237.0228	270.3242	185.13592
ENSSSAG00000000814	43.9427	147.417	36.1596	7.05127	21.0387	16
ENSSSAG00000000815	586.8986	3047.0694	451.12939	10.0000002	7.527867012	6
ENSSSAG00000000816	207.7609	557.9084	248.43677	53.00001	69.1695	53.99999
ENSSSAG00000000817	287	1753.0022	224.0004	82	293.0003	104.00001
ENSSSAG00000000819	417.0004	1422	616.811	216.0428	326.9998	341.9996
ENSSSAG00000000820	199.5501637	783.1873	355.8663387	3105.5415	3696.0702	3642.9468
ENSSSAG00000000822	141.57	385.98712	159.77795	74.8014	61.31261	51.9072
ENSSSAG00000000823	223.0236	661.463	204.6471	135.289	80.5465	96.18845
ENSSSAG00000000826	2.23551	29.9197	7.56427	5.13358	1.96948	3.05284
ENSSSAG00000000827	421.41911	896.6719	538.48523	1216.95008	1171.05483	1181.89005
ENSSSAG00000000829	715.36	3467.2439	439.27897	3	3.00000323	7
ENSSSAG00000000830	16	31	10	2	2	2
ENSSSAG00000000831	5.70231	0	1.61988	0	0.120163	1.01351
ENSSSAG00000000832	177.198	125.142	107.352	5.47001	7.76202	5.53519
ENSSSAG00000000837	27.69438315	31.97246	18.04559336	175.2055	219.2924872	161.2867327
ENSSSAG00000000840	34.99996418	183	103	0	1.000000182	0
ENSSSAG00000000842	160.671	222.891	87.3559	6.96023	13.3543	12
ENSSSAG00000000843	49.680041	69.9667	328.588	258.6316	282.1146161	218.8652
ENSSSAG00000000844	1224.86	4760.15	659.531	4.00751	4.55121	5.53081
ENSSSAG00000000847	2135.24	5734.72	2820.89	335.162	523.489	466.854
ENSSSAG00000000849	231.867	1098.11	376.745	110	164.209	128.355
ENSSSAG00000000851	0	0	0	0	0	0
ENSSSAG00000000852	1038.77144	2865.8303	1165.2169	553.86835	611.475	618.404
ENSSSAG00000000854	209	95	45.99998	1	2.0000036	0
ENSSSAG00000000855	49.35305	233.590904	90.38077	21.523243	13.0033	10.00574054
ENSSSAG00000000857	192.139	267.208	163.737	15.4788	7.5581659	7.4390948
ENSSSAG00000000859	85.65973	149.74208	144.0073	110.0506	87.7614	112.10512
ENSSSAG00000000860	3930.97	7547.23	3104.3	742.223	809.47	717.97
ENSSSAG00000000861	339.8697	1059.8573	354.1869	230.3455	238.2425	169.1136
ENSSSAG00000000866	189	33	107	4	2	4
ENSSSAG00000000867	29.21009	113.276506	18.8018	2	0	3.03899
ENSSSAG00000000869	20	285	0	0	0	0
ENSSSAG00000000874	68.84766	86.16982	54.00006	33.98408	57.99555749	35.33802
ENSSSAG00000000875	81	61.8058	45	6.000005	1.999999	0.9999996
ENSSSAG00000000877	734.444	2246.35	967.657	220.479	260.865	227.604
ENSSSAG00000000879	0	0	1	1	1	0
ENSSSAG00000000880	97	350	112	24	37	32
ENSSSAG00000000881	2246.680668	7549.0009	2530.02	2214.987	2492.54	1969.72312
ENSSSAG00000000883	1461.531809	3581.02267	1833.248658	799.7840007	690.1234	817.8781001
ENSSSAG00000000884	274.763	855.973	327.025	297.5575	283.5057	287.9774
ENSSSAG00000000885	9215.75236	26285.9748	9280.1099	15.0204	18.8981	10.7395
ENSSSAG00000000887	654.8607	538.4938	453.4372	118.0119	98.012997	64.0072
ENSSSAG00000000888	55.1791	73.4342	111.89337	39.2038	13.1548	12.2346
ENSSSAG00000000889	131.700834	439.0837	104.4895	1348.2853	1749.855	1194.019
ENSSSAG00000000890	662.32151	2251.333559	1214.3411	406.62139	458.69765	417.0986335
ENSSSAG00000000891	2188.86406	3877.3725	1673.33215	228.931154	185.1597033	193.3828381
ENSSSAG00000000892	1748.6611	4992.3867	2210.847452	1215.555601	873.1896618	736.580193
ENSSSAG00000000894	35.40376	43.20093	16.24092	3	9	7.0322
ENSSSAG00000000896	576.56643	817.05208	2576.7224	8.39242	10.22367	11.80146
ENSSSAG00000000897	423.6960654	1351.236597	2491.25067	153.6656231	218.8555452	152.280173
ENSSSAG00000000898	305.3488325	467.242	243.6639	124	162.6147052	179.00004
ENSSSAG00000000899	178.374	302.682	234.138	48.7801	65.8744	64.0818
ENSSSAG00000000901	207.117	191.962	193.548	4	2	1
ENSSSAG00000000902	78.843	158.9254	96.5176	61.8681	85.4504	69.4408
ENSSSAG00000000903	795.06404	1954.82507	841	331.40824	342.77095	256.85312
ENSSSAG00000000905	452.8372812	783.3686677	202.3106317	5.74129	8	0
ENSSSAG00000000906	186.0645	654.9951	231.7568	91.6279	86.9891	81.11386
ENSSSAG00000000909	6169.41455	11980.7322	3895.083621	2566.25	4439.3047	2683.9237
ENSSSAG00000000910	770.36054	2085.5169	1062.802	684.36245	500.53698	522.35175
ENSSSAG00000000911	4353.134	11874.45	4569.729	870.0899	1170.685	1170.813
ENSSSAG00000000912	2.10833	3.13338	5.32207	0	0	1.02157
ENSSSAG00000000914	1139.403489	4255.679385	1312.957965	527.470371	757.0287208	687.9751752
ENSSSAG00000000915	0	0	0	0	2	0
ENSSSAG00000000916	416.2493	1066.06012	637.36603	156.5839	242.15912	216.97923
ENSSSAG00000000917	28.8557	35.9129	40.4528	16.91461	12.58927	14.4159
ENSSSAG00000000919	28.2562	93.1808	44.9229	20.9228	16.0384	10.4106
ENSSSAG00000000922	267.90302	746.9084132	260.638443	99.76873019	109.60609	71.79111
ENSSSAG00000000923	0	0	0	0	0	0
ENSSSAG00000000924	701.72515	1156.870257	720.8342207	28.06492	25.76939	30.65851
ENSSSAG00000000925	1184.994	2421.26865	756.14974	276.7938	179.9856	178.8914258
ENSSSAG00000000926	16	22	23	19	22	23
ENSSSAG00000000928	404.8878979	1024.8902	513.2714	131.70406	135.054264	143.7566991
ENSSSAG00000000929	360.2032784	3577.395507	356.382732	65.11756656	66.91367856	63.21654151
ENSSSAG00000000930	17.8311	81.8067	32.959	8.7812	2.60876	5.20887
ENSSSAG00000000931	1	22.6278	4	21.6425	8	1.15633
ENSSSAG00000000933	10.16717	32.0336	19.77432	0	0	1.0068
ENSSSAG00000000935	191.12242	1247.7	271.4124	30.0795	15.02030506	16.04930582
ENSSSAG00000000940	114.449	243.731	110.6012	63.3947	55.77309	49.1094
ENSSSAG00000000942	75.5492	190.14	130.5283	30.34894	96.0645	62.99840006
ENSSSAG00000000943	0	0	0	0	0	0
ENSSSAG00000000945	0	0	0	0	0	0
ENSSSAG00000000946	81.3876	186.21904	54.3329	25.0943	27.2916	8.7458
ENSSSAG00000000948	565.853	1129.146	838.521	217.5598	222.3563	225.7476
ENSSSAG00000000949	624.7769	1274.392	791.4417	257.413	372.1871	230.3751
ENSSSAG00000000950	4.25411	7.78326	2.73956	0	0	0
ENSSSAG00000000952	60.68949	192.26147	65.8231	23.86404	26.9491308	24.02758
ENSSSAG00000000954	2	32	13	2	1	1
ENSSSAG00000000955	2038.531	6863.87	3279.561	919.378	966.648	849.892
ENSSSAG00000000957	367	852	502.0002	250.0005	276.0003015	270.9996751
ENSSSAG00000000959	636.2586	1400.55563	642.4483	42.9753	57.21546	43.06581572
ENSSSAG00000000960	171.5507	346.269	171.39921	54.6053	48.22683	53.8906
ENSSSAG00000000961	67.8113	249.631	84.0955	60.6815	58.4353	65.9351
ENSSSAG00000000963	4.000457	9	3	0	0	0
ENSSSAG00000000964	5.42015	1.48475	3	0	0	0
ENSSSAG00000000967	27.2055	588.1012	22.93508	15.0031	3.00033	8.00042
ENSSSAG00000000968	194.48744	481.462	347.84746	82.41201	41.56852807	48.62568
ENSSSAG00000000969	3	4	2.01865	0	0	2
ENSSSAG00000000974	13.6973	50.1246	18.864	4	4.15851	5.17193
ENSSSAG00000000976	1889.99749	4093.776347	2487.001278	1179.99924	1354.000036	1263.004156
ENSSSAG00000000977	17.67733	22.6215	4.20311	5.45954	1.01721	1.50465
ENSSSAG00000000978	36.12519	105.8465	71.397	9.15301029	13.381013	10.128881
ENSSSAG00000000980	291.328	506.5	157	20.00004	21	17
ENSSSAG00000000982	51.81374	142.70086	72.58745	18.94245	23.91748	23.0794
ENSSSAG00000000984	52.0029	61.02763004	1473.083	89.99998868	142.00004	92.02618
ENSSSAG00000000986	1300.724	3002.2097	1365.2613	28.71238	21.483455	25.656031
ENSSSAG00000000988	535.626	992.318	614.862	184.22	239.126	173.918
ENSSSAG00000000991	1561	2999	1258	2	2	2
ENSSSAG00000000992	14.21022	126.8256	62.26751	49.1636	76.3953	59.58811
ENSSSAG00000000998	480.05307	593.24861	613.60625	87.8201	50.1247	83.779
ENSSSAG00000000999	4	17.1946	17.0463	0	1	1
ENSSSAG00000001000	33.73041	59.3331	84.3935	6.47245	9	5
ENSSSAG00000001001	2948.6373	7059.3517	2375.8131	295.4492678	333.34076	318.5342
ENSSSAG00000001002	64.319	141.775	52.9837	2.28916	2	3
ENSSSAG00000001003	0	2.0000035	0	162.0109214	228.0083504	146.0062831
ENSSSAG00000001004	605.9996	1733.259	419.0002	12.0000063	8	8
ENSSSAG00000001005	456	1012	343	2	1	3
ENSSSAG00000001006	3973	7673.66	2926	1769	2032.95	1711.96
ENSSSAG00000001007	1365.17107	2874.1445	1409.2987	1800.6179	2602.4755	1934.8356
ENSSSAG00000001008	708.56017	1022.447	450.25148	5.506743867	5.862488142	9.32575
ENSSSAG00000001009	559.0903	2154.6118	699.822	502.039	370.9638	342.4432
ENSSSAG00000001010	43.48227	110.075	99.8336	11.5708	4.21945	5.381669
ENSSSAG00000001011	36.2250544	94.26730034	153.4776326	1350.562947	1774.238603	1856.833141
ENSSSAG00000001012	989.94877	2338.29	1030.98897	403.59	382.358	388.483
ENSSSAG00000001015	120.304	305.926	90.4316	0	1	0
ENSSSAG00000001017	38.8607	108.957	1772.63	7413.02	7732.57	5414.53
ENSSSAG00000001018	957	1690	749	355	318	310
ENSSSAG00000001020	0	0	0	0	1	0
ENSSSAG00000001021	29.0597	257.19794	59.0241	1	0	1
ENSSSAG00000001022	2	0	0	1	2	0
ENSSSAG00000001023	2211	2272	1111	2	3	0
ENSSSAG00000001025	393.247	1030.9	413.359	65.0899	80.1412	87.5682
ENSSSAG00000001027	322	1141	507	188	199	152
ENSSSAG00000001029	2187	2072	1071	2	2	1
ENSSSAG00000001032	530.2906	1090.5491	599.4511	280.2003	359.5682	372.61563
ENSSSAG00000001037	860.658846	1554.133292	1643.548151	70.12765	100.6609	92.96620354
ENSSSAG00000001038	88.21166	282.01165	17.19549	9.00568	4.00179	2
ENSSSAG00000001040	419.1450045	1120.826	495.5225	238.375	350.5703	275.85
ENSSSAG00000001043	245.9292	601.361	302.17	181.3407	220.3806	202.7008
ENSSSAG00000001047	286.111	813.761	340.297	242.925	228.092	239.8486
ENSSSAG00000001051	371.6359	1478.867	528.4700306	520.3310006	386.5108	552.0443
ENSSSAG00000001053	10	7.83077	7	1	2	3
ENSSSAG00000001054	45.299	78.1831	37.951	18.2138	15.746514	9.78129
ENSSSAG00000001055	12.6193	54.486	1.19615	8.94965	9.89558	4.70504
ENSSSAG00000001057	67.3593	122.907	45.3702	1	0	4.90835
ENSSSAG00000001058	5	8	8	6	3	2
ENSSSAG00000001059	5.01679	12.0071	14.0037	1	1	7.00703
ENSSSAG00000001060	656.502	2111.82	796.2538	403.8411	417.624597	339.1512334
ENSSSAG00000001061	369.6975	1379.601	481.491	337.607	246.7671	260.2288
ENSSSAG00000001063	216.0003227	546	465.0005443	198.9997836	271.9998161	186.0003
ENSSSAG00000001064	8.04639	16.3593	9.20929	2.28867	1	3
ENSSSAG00000001065	739.4717211	673.459162	412.761373	4	4.999998002	1.999996083
ENSSSAG00000001066	10	57	17.00003	2	3	6
ENSSSAG00000001068	430.72113	1140.418737	449.0280741	332.73304	339.2218155	411.7004511
ENSSSAG00000001070	413.922	1368.283	463.787	250.5229	229.5242	242.6107
ENSSSAG00000001071	66.0867	142.149	153.096	42.4965	39.0836	39.1363
ENSSSAG00000001073	1	13	1	2	0	0
ENSSSAG00000001077	658.145389	1657.54191	862.83421	310.2945	283.4715538	328.8417001
ENSSSAG00000001079	149.68799	343.06418	187.95304	148.21053	181.67504	175.4637745
ENSSSAG00000001080	230.053	612.98	147.972	11.9358	9.56624	10.8217
ENSSSAG00000001085	193.03552	81.34544	73.93093	23.37024	29.30615	8.54857
ENSSSAG00000001086	19.47209	27.1553	57.8979	2.24513	4.277912	5.68295
ENSSSAG00000001088	1162.49774	3667.2242	1909.3613	1946.0485	2462.3178	1808.31709
ENSSSAG00000001091	41.6579	122.1111	54.73497	6.14984	13.7482	10.73952
ENSSSAG00000001092	570.5067	1890.7647	507.6444	122.30018	140.3051	100.12458
ENSSSAG00000001094	209.8872	599.8256	132.442	11.6578	15.05645	8.43725
ENSSSAG00000001095	25.00279032	53.0043246	18.0008303	47.73031313	86.0234065	105.01471
ENSSSAG00000001096	103.49873	302.2415	515.3434	5.07053	0	1.01685
ENSSSAG00000001098	150.00858	334.68432	208.583	56.20864	71.01422	48.24994262
ENSSSAG00000001100	957.627	1920.9646	901.0198	182.1621	182.97192	188.959
ENSSSAG00000001101	847.016682	1815.97221	970.876	253.925	253.8051902	305.955
ENSSSAG00000001102	292.7444063	656.23	281.0053	204.4246	204.2817	248.6174
ENSSSAG00000001103	1	0	3	3	1	0
ENSSSAG00000001106	165.18604	364.0425	128.0608	123.1254	72.0999	78.51194
ENSSSAG00000001107	8.87793	15.3456	22.2032	20.8094	31.8519	32.5846
ENSSSAG00000001109	17	68.4641	70.9271	190.669	46.8962	65.8244
ENSSSAG00000001112	12.4593	3.5087	8.27545	8.892641234	1.59179	0
ENSSSAG00000001115	215.07055	555.78153	387.93361	348.101	271.5349	328.93524
ENSSSAG00000001117	31.7748	99.3458	23.1111	3.40707	13.3049	6.77988
ENSSSAG00000001120	3558.7978	10243.7875	7727.85904	12015.817	17642.09756	14204.7789
ENSSSAG00000001121	0	0	1	0	0	0
ENSSSAG00000001122	216.11873	430.9048	353.0055961	29.8738	22.30692	24.05365
ENSSSAG00000001123	693.455	1424.79433	831.298	45.52947	13	61.48451
ENSSSAG00000001124	365.0001	621.0005	220.0004	49	76	53
ENSSSAG00000001125	1907.208	4704.555	1464.64	430.5479	417.1471	412.4511
ENSSSAG00000001126	86.00001	182.2053	355.78046	92	96.2258	84.4115
ENSSSAG00000001128	1185.23308	4125.33286	1436.5008	586.39917	697.9112	554.18126
ENSSSAG00000001129	198.556	283.493	124.746	2.47806	1.00202	1.01273
ENSSSAG00000001130	442.58129	1254.17125	480.95111	189.97081	133.53736	137.864303
ENSSSAG00000001131	0	29.3712	26.4169	50.3113	54.7739	63.3505
ENSSSAG00000001133	151.0001	574	335	140.5415	204.0002	197.0004
ENSSSAG00000001134	0	0	0	8	21	10
ENSSSAG00000001138	1	5	0	10	8	15
ENSSSAG00000001140	103.36939	229.63681	74.48292	1.0007	1.03067	1.27848
ENSSSAG00000001141	26.5192	34.0871	121.66	45	40.6067	33.6208
ENSSSAG00000001142	68.8944	1004.79	60.3576	8.0193	2.01648	3.091091
ENSSSAG00000001146	311.1243262	910.0606003	310.82787	156.3959	133.29468	148.719
ENSSSAG00000001147	1507.602	5343.8124	1463.60888	614.48701	530.37183	473.0305
ENSSSAG00000001148	153.3201	323.7164	245.4673	95.4041	111.9889	56.8554205
ENSSSAG00000001149	0	0	0	1	0	0
ENSSSAG00000001153	0	4.00507	1.00884	0	0	0
ENSSSAG00000001154	319.0025	331.69845	672.062	49.33344838	70.40600069	95.23385
ENSSSAG00000001158	125	393	221	133	143	164
ENSSSAG00000001160	272.15606	729.14116	251.3192949	206.38052	95.05889	103.56744
ENSSSAG00000001162	56.8783	59.0211	106.088	33.1128	35.4266	19.7251
ENSSSAG00000001166	81.415776	81.722359	38.0000153	7	2.0000025	2
ENSSSAG00000001167	3.84929	4.36425	4.1744	1341.66	1418.1	1387.15
ENSSSAG00000001168	440.0001702	3799.973011	691.9999462	6.000004172	8	11.0821401
ENSSSAG00000001170	40.8553	57.3556	11.6334	8.6952	1.81207	7.70649
ENSSSAG00000001173	376.651	979.8	286.8059	38.5802	52.7009	72.0654
ENSSSAG00000001177	2421.610207	10559.9926	2924.91444	1190.496326	905.0243047	919.9974905
ENSSSAG00000001178	11.592	13.7064	18.3303	885.003	900.38	811.453
ENSSSAG00000001181	8.53418	16.95347	9.14753	31.9627	30.3492	15.11196
ENSSSAG00000001187	5.8453	2.0004792	3.26965	13.6357	9	3
ENSSSAG00000001189	1.51465	0	7.49697	2.81148	0	1.0016
ENSSSAG00000001190	0	4	0	0	0	0
ENSSSAG00000001194	397.9676	2270.174	369.0063	33.49761001	47.69432748	34.3122
ENSSSAG00000001198	163.436	521.984	193.635	112.616	124.615	116.609
ENSSSAG00000001202	774.32	1931.18	857.246	138.0756	87.17472062	129.6611
ENSSSAG00000001204	89	137	85	9	7	10
ENSSSAG00000001205	0	0	0	1	0	1
ENSSSAG00000001207	650.53407	1349.903491	509.1341036	111.1597056	177.10901	126.4732085
ENSSSAG00000001212	1047.32276	2521.9108	1377.602488	553.95468	538.0363447	594.98216
ENSSSAG00000001213	0	0	0	0	0	0
ENSSSAG00000001215	7.3441	25.73318	27.97447	12.98	6.77405	10.7613
ENSSSAG00000001216	934.1583	1232.628	1144.982	1515.3488	1219.1201	1369.682
ENSSSAG00000001217	0	1	0	0	0	0
ENSSSAG00000001219	25.1277	363.249	8.01321	0	0	1
ENSSSAG00000001220	8645.2611	12503.16828	4575.3087	1687.956003	2598.39	1663.662
ENSSSAG00000001222	353.3067377	937.4969	391.5294556	359.22046	641.4763327	525.3558325
ENSSSAG00000001223	24.8019	51.8543	24.8638	19.2978	15.70924	23
ENSSSAG00000001224	65.8657	117.115	27.3873	13.7374	18.2286	9.43621
ENSSSAG00000001226	841.46898	2074.5085	761.00269	363.1	368.582	359.894
ENSSSAG00000001228	542.439	1140.184	515.562	112.4186	99.7745	80.5763
ENSSSAG00000001230	462.65849	1381.142	441.39101	168.4973	146.7545	141.479532
ENSSSAG00000001232	541.9603	6743.119	285.0617	1	2	7
ENSSSAG00000001246	17.88282	31.36159	20.36395	38.78075	39.9638	22.8915
ENSSSAG00000001247	105.8444	107.4715	380.5367	443.1961	407.2582	456.7861
ENSSSAG00000001248	5.04153	10.8475	1	27.29387	26.30061	9.86275
ENSSSAG00000001250	103.29786	388.5832	220.9442	58.19225	49.65858	53.35202
ENSSSAG00000001251	144.2795	251.3461	206.599	156.0294	173.403	183.4319
ENSSSAG00000001253	384.3145	781.6376	335.5219	59.9952	80.6359	101.5123
ENSSSAG00000001255	0	0	1.40828	0	0	0
ENSSSAG00000001256	62.4333	440.4811	33.80033	179.5116	111.1310803	156.6628
ENSSSAG00000001259	121.469	335.486	165.229	103.156	98.1364	104.472
ENSSSAG00000001260	489.754	662.1881	455.51199	75.4752	80.44664	69.1458
ENSSSAG00000001261	539.41926	1228.56585	594.89577	78.83277	73.23739	84.00926
ENSSSAG00000001262	93.0341	214.3728	81.64980002	30.7561	24.18500003	27.99716002
ENSSSAG00000001263	19.99999	36	14	27	32.00000456	28
ENSSSAG00000001266	156	366	158	28	33.3506	43
ENSSSAG00000001275	36.07005	35.39622	13.25933	1	0	1.00151
ENSSSAG00000001276	2.05668	0	0	0	0	0
ENSSSAG00000001277	4	66	27	49	17	15
ENSSSAG00000001278	187.3874	732.0497	349.01814	78.3314	82.46830002	59.00795
ENSSSAG00000001279	5	0	7.00029	11.11035	4	2
ENSSSAG00000001282	375.73839	1157.340148	491.7478	138.75114	224.8519	184.5725
ENSSSAG00000001285	37.9799	46.2405	76.6432	0	0	0
ENSSSAG00000001287	4	1	1	0	0	0
ENSSSAG00000001289	58	95	63	9.000002	6	15
ENSSSAG00000001290	601	1495	816	3905.00318	3711.00486	3910
ENSSSAG00000001291	16	3	8	0	0	0
ENSSSAG00000001292	0	0	0	0	0	0
ENSSSAG00000001295	67.56142032	198.41118	65.35893	20.12956	28.94118	35.8037
ENSSSAG00000001297	0	1	0	0	0	0
ENSSSAG00000001298	805.381	1868.178033	713.109	66.00319	160.7465	72.39186
ENSSSAG00000001301	261.9999	398.9999	398.9996	180.9996	263.0002	141.0002
ENSSSAG00000001302	714.695	2578.26545	504.9998	270.017661	308.3263064	243.4135
ENSSSAG00000001304	173	185	202	98	155	146
ENSSSAG00000001311	654.2402178	1787.1159	397.7153	62.8122	141.7074	45.6787
ENSSSAG00000001313	3	6	1	0	1	0
ENSSSAG00000001317	6	60	24	0	0	0
ENSSSAG00000001318	292.9998	760.0001	387	50	65.00004	56
ENSSSAG00000001319	109.8539	885.046	47.8826	1	0	1
ENSSSAG00000001322	486.5595378	11378.22588	252.3237614	8.7647614	18.1372021	17.46177458
ENSSSAG00000001323	0	0	0	0	0	0
ENSSSAG00000001324	499.945	1087.058	313.1356	25.0289	21.4987	14.9964
ENSSSAG00000001325	49.7748	204.772	17.4611	1	0	0
ENSSSAG00000001329	162	458	151	258	344	334
ENSSSAG00000001330	40.6619	241.384	8.67297	1.00092	0	4.00099
ENSSSAG00000001332	199.803	357.994	389.407	0	6	0
ENSSSAG00000001340	12	14	14.99998	4.00132	8	4.0042
ENSSSAG00000001342	1	0	8	0	0	0
ENSSSAG00000001343	721.99939	1128.99988	220.99999	134	238.00016	90
ENSSSAG00000001344	18.5254	28.2746	11.2391	0	0	1.00014
ENSSSAG00000001345	5	16	210	1	1	0
ENSSSAG00000001346	12	29.096	20.0565	3	6	3
ENSSSAG00000001347	263.87517	595.9395	290.172	143.604	142.70533	107.28061
ENSSSAG00000001351	259.10074	477.88093	439.9932	681.4211	506.39347	739.30259
ENSSSAG00000001353	160.9995	267.1211	105	90.00000414	58.00004881	72
ENSSSAG00000001355	533.8533036	1438.369001	531.3335384	377.9996001	470.0008701	502.7430036
ENSSSAG00000001356	385.0005	1386.441	502.2778	114.2726	165	128.0000148
ENSSSAG00000001357	532.01807	514.505127	543.37532	256.5146771	212.023	179.22027
ENSSSAG00000001360	431.99988	872.974	471.87423	462.5294	337.073	251.456
ENSSSAG00000001361	23.614	55.7394	25.2644	17.0436	8.51015	9.14616
ENSSSAG00000001363	3.04235	6.82504	3.04767	0	2	0
ENSSSAG00000001364	26.75238545	150.272098	52.5811057	3.09232006	2.2512	5.18444
ENSSSAG00000001365	2645.7173	6535.0148	3528.57337	1339.57232	1976.8646	1547.5474
ENSSSAG00000001366	984.8379	2390.348013	871.4827432	439.5268113	401.7908487	356.1136001
ENSSSAG00000001367	24.2495	44.93545	35.19574	4.0876	15.3302	5.00309
ENSSSAG00000001368	1011.186732	3138.433075	1572.073148	97.3168	103.0076	114.03517
ENSSSAG00000001369	3	5	4	0	0	0
ENSSSAG00000001370	0	0	0	0	0	0
ENSSSAG00000001373	116.6919	307.235	269.1111	199.5073	231.944	238.718
ENSSSAG00000001375	50.6008	190.191	86.745	88.8208	55.1883	62.6264
ENSSSAG00000001376	7778.9387	25192.98924	8695.02102	603.9995	581.78249	538.00088
ENSSSAG00000001377	135.54	315.89	147.972	6.01199	4.29418	3.43083
ENSSSAG00000001378	238.5338	448.3832	179.4661	4	0	5
ENSSSAG00000001379	3.73003	6.33552	2.11859	0	0	0
ENSSSAG00000001381	147.73145	970.0727138	148.29243	49.22047	67.3398	39.86293
ENSSSAG00000001385	2	0	0	0	0	0
ENSSSAG00000001386	44.89987	120.0249	48.1668	37.2529	26.7108	34.94644
ENSSSAG00000001387	9.17885	1.47269	14.71	0	0	0
ENSSSAG00000001388	216.553	553.981	278.895	185.86	145.095	109.081
ENSSSAG00000001390	36.99999	49	68.43996	1	8.77633	9
ENSSSAG00000001391	232.00032	915.0680173	472.0280245	79.99998966	84.088323	47.99997
ENSSSAG00000001392	3320.2808	8240.577594	3385.6228	1017.1395	913.3704	753.36559
ENSSSAG00000001394	199.09408	562.04568	168.36811	69.55844	91.56236	69.46016
ENSSSAG00000001397	221.506389	439.26532	247.8942	128.56212	124.6449	112.45193
ENSSSAG00000001399	7	3	15.00000084	208.9997	242.9997	179.9996074
ENSSSAG00000001402	0	11.933	9.94515	32.7493	47.96593	43.0185
ENSSSAG00000001403	13691.9	28846.2	10739.9	564.312	386.983	689.08
ENSSSAG00000001404	2	3	0	2	0	0
ENSSSAG00000001405	114.90228	427.47327	153.61675	40.32906	67.45499	54.61366
ENSSSAG00000001406	28.04059	58.0228	35.3351	19.51849	14.07119	17.93768
ENSSSAG00000001411	26.66814	41.3337	17.98395	20.06907	20.20014	12.68707
